	abrev	num	freq	majors
87	AMST	348	3	['International Relations - Economics', 'International Relations - History', 'International Relations - Political Science']
88	ANTH	101	1	['Anthropology']
89	ANTH	102	1	['Anthropology']
90	ANTH	103	2	['Anthropology', 'Classical Civilization']
91	ANTH	110	1	['Anthropology']
92	ANTH	205	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
93	ANTH	207	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
94	ANTH	209	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
95	ANTH	210	5	['Anthropology', 'Education Studies', 'International Relations - History', 'International Relations - Political Science', 'Latin American Studies']
96	ANTH	214	4	['American Studies', 'Anthropology', 'International Relations - History', 'International Relations - Political Science']
97	ANTH	215	4	['Anthropology', 'International Relations - Economics', 'International Relations - History', 'International Relations - Political Science']
98	ANTH	217	4	['Anthropology', 'International Relations - Economics', 'International Relations - History', 'International Relations - Political Science']
99	ANTH	219	6	['Anthropology', 'Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'International Relations - Economics', 'International Relations - History', 'International Relations - Political Science']
100	ANTH	220	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
101	ANTH	222	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
102	ANTH	227	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
103	ANTH	231	5	['Anthropology', 'Education Studies', 'International Relations - History', 'International Relations - Political Science', 'Latin American Studies']
104	ANTH	232	5	['American Studies', 'Anthropology', 'International Relations - History', 'International Relations - Political Science', 'Media Arts and Sciences']
105	ANTH	233	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
106	ANTH	234	2	['International Relations - History', 'International Relations - Political Science']
107	ANTH	235	5	['American Studies', 'Anthropology', 'International Relations - History', 'International Relations - Political Science', 'Latin American Studies']
108	ANTH	236	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
109	ANTH	237	4	['Anthropology', 'International Relations - Economics', 'International Relations - History', 'International Relations - Political Science']
110	ANTH	238	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
111	ANTH	239	2	['Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after']
112	ANTH	243	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
113	ANTH	245	5	['Anthropology', 'International Relations - Economics', 'International Relations - History', 'International Relations - Political Science', 'Latin American Studies']
114	ANTH	246	2	['Anthropology', 'Media Arts and Sciences']
115	ANTH	249	5	['Anthropology', 'International Relations - Economics', 'International Relations - History', 'International Relations - Political Science', 'Latin American Studies']
116	ANTH	250	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
117	ANTH	250GH	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
118	ANTH	250H	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
119	ANTH	251	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
120	ANTH	252	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
121	ANTH	262	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
122	ANTH	265	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
123	ANTH	274	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
124	ANTH	277	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
125	ANTH	278	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
126	ANTH	281	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
127	ANTH	299	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
128	ANTH	301	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
129	ANTH	302	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
130	ANTH	305	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
131	ANTH	310H	1	['Anthropology']
132	ANTH	314	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
133	ANTH	319	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
134	ANTH	321	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
135	ANTH	333	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
136	ANTH	341	4	['Anthropology', 'International Relations - History', 'International Relations - Political Science', 'Latin American Studies']
137	ANTH	345	4	['Anthropology', 'International Relations - History', 'International Relations - Political Science', 'Latin American Studies']
138	ANTH	346	5	['Anthropology', 'International Relations - Economics', 'International Relations - History', 'International Relations - Political Science', 'Latin American Studies']
139	ANTH	350	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
140	ANTH	350H	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
141	ANTH	360	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
142	ANTH	370	3	['Anthropology', 'International Relations - History', 'International Relations - Political Science']
143	ARAB	201	1	['Middle Eastern Studies']
144	ARAB	202	1	['Middle Eastern Studies']
145	ARAB	250	1	['Middle Eastern Studies']
146	ARAB	250H	1	['Middle Eastern Studies']
147	ARAB	301	1	['Middle Eastern Studies']
148	ARAB	302	1	['Middle Eastern Studies']
149	ARAB	305	1	['Middle Eastern Studies']
150	ARAB	307	1	['Middle Eastern Studies']
151	ARAB	310	1	['Middle Eastern Studies']
152	ARAB	350	1	['Middle Eastern Studies']
153	ARAB	350H	1	['Middle Eastern Studies']
154	ARAB	368	1	['Middle Eastern Studies']
155	ARTH	100	4	['Architecture', 'Art History', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
156	ARTH	109	1	['Art History']
157	ARTH	110Y	2	['Art History', 'Medieval Renaissance Studies']
158	ARTH	112	1	['Art History']
159	ARTH	113	1	['Art History']
160	ARTH	165	1	['Art History']
161	ARTH	200	2	['Architecture', 'Art History']
162	ARTH	201	2	['Architecture', 'Medieval Renaissance Studies']
163	ARTH	203	4	['Architecture', 'Art History', 'Classical Civilization', 'Middle Eastern Studies']
164	ARTH	206	1	['Art History']
165	ARTH	207	1	['Latin American Studies']
166	ARTH	209	1	['Art History']
167	ARTH	212	1	['Art History']
168	ARTH	216	1	['Architecture']
169	ARTH	217	1	['Art History']
170	ARTH	222	3	['Art History', 'Media Arts and Sciences', 'Medieval Renaissance Studies']
171	ARTH	224	1	['Art History']
172	ARTH	225	2	['American Studies', 'Art History']
173	ARTH	226	3	['American Studies', 'Art History', 'Media Arts and Sciences']
174	ARTH	227	2	['Art History', 'Medieval Renaissance Studies']
175	ARTH	228	3	['American Studies', 'Architecture', 'Art History']
176	ARTH	229	2	['Art History', 'Medieval Renaissance Studies']
177	ARTH	230	2	['American Studies', 'Architecture']
178	ARTH	231	2	['Architecture', 'Art History']
179	ARTH	234	2	['Art History', 'Latin American Studies']
180	ARTH	235	1	['Art History']
181	ARTH	236	2	['Art History', 'Latin American Studies']
182	ARTH	237	2	['Art History', 'Latin American Studies']
183	ARTH	238	3	['Architecture', 'Art History', 'East Asian Studies']
184	ARTH	239	1	['Art History']
185	ARTH	240	3	['Architecture', 'Art History', 'East Asian Studies']
186	ARTH	241	4	['Architecture', 'Art History', 'Classical Civilization', 'Middle Eastern Studies']
187	ARTH	242	1	['Art History']
188	ARTH	243	2	['Art History', 'Classical Civilization']
189	ARTH	244	2	['Art History', 'Medieval Renaissance Studies']
190	ARTH	245	3	['American Studies', 'Architecture', 'Art History']
191	ARTH	246	2	['Art History', 'Medieval Renaissance Studies']
192	ARTH	247	3	['Architecture', 'Art History', 'Medieval Renaissance Studies']
193	ARTH	248	2	['Art History', 'East Asian Studies']
194	ARTH	249	3	['Architecture', 'Art History', 'East Asian Studies']
195	ARTH	251	2	['Art History', 'Medieval Renaissance Studies']
196	ARTH	255	2	['Art History', 'East Asian Studies']
197	ARTH	256	1	['Art History']
198	ARTH	257	1	['Art History']
199	ARTH	259	2	['Architecture', 'Art History']
200	ARTH	262	2	['American Studies', 'Art History']
201	ARTH	264	3	['Art History', 'International Relations - History', 'International Relations - Political Science']
202	ARTH	266	2	['Architecture', 'Environmental Studies']
203	ARTH	267	2	['Art History', 'Environmental Studies']
204	ARTH	289	2	['Architecture', 'Art History']
205	ARTH	290	2	['Art History', 'Classical Civilization']
206	ARTH	292	3	['Art History', 'International Relations - History', 'International Relations - Political Science']
207	ARTH	299	2	['Art History', 'Medieval Renaissance Studies']
208	ARTH	301	1	['Art History']
209	ARTH	303	1	['Art History']
210	ARTH	304	1	['Art History']
211	ARTH	307	1	['Latin American Studies']
212	ARTH	309	2	['Architecture', 'Art History']
213	ARTH	310	1	['Art History']
214	ARTH	312	1	['Art History']
215	ARTH	313	1	['Medieval Renaissance Studies']
216	ARTH	315	1	['Art History']
217	ARTH	316	4	['American Studies', 'Art History', 'International Relations - History', 'International Relations - Political Science']
218	ARTH	317	2	['Art History', 'Environmental Studies']
219	ARTH	318	3	['American Studies', 'Architecture', 'Art History']
220	ARTH	320	1	['Art History']
221	ARTH	321	1	['Art History']
222	ARTH	322	1	['Art History']
223	ARTH	323	1	['Art History']
224	ARTH	325	2	['Art History', 'Medieval Renaissance Studies']
225	ARTH	326	2	['Art History', 'Medieval Renaissance Studies']
226	ARTH	328	2	['Art History', 'Medieval Renaissance Studies']
227	ARTH	330	1	['Art History']
228	ARTH	331	1	['Medieval Renaissance Studies']
229	ARTH	334	2	['Art History', 'Latin American Studies']
230	ARTH	335	1	['Art History']
231	ARTH	336	1	['Art History']
232	ARTH	337	2	['Art History', 'East Asian Studies']
233	ARTH	339	2	['Art History', 'Latin American Studies']
234	ARTH	341	2	['Art History', 'East Asian Studies']
235	ARTH	343	2	['Art History', 'Classical Civilization']
236	ARTH	345	1	['Art History']
237	ARTH	346	2	['Art History', 'East Asian Studies']
238	ARTH	347	2	['Art History', 'Medieval Renaissance Studies']
239	ARTH	373	3	['Art History', 'Classical Civilization', 'Media Arts and Sciences']
240	ARTH	376	1	['Art History']
241	ARTH	377	1	['Art History']
242	ARTH	390	1	['Art History']
243	ARTH	391	1	['Art History']
244	ARTS	105	4	['Architecture', 'Art History', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
245	ARTS	106	1	['Studio Art - students entering before Fall 2021']
246	ARTS	108	5	['Art History', 'Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
247	ARTS	109	3	['Architecture', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
248	ARTS	110	2	['Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
249	ARTS	111	1	['Studio Art - students entering before Fall 2021']
250	ARTS	112	1	['Studio Art - students entering before Fall 2021']
251	ARTS	113	3	['Architecture', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
252	ARTS	115	1	['Studio Art - students entering before Fall 2021']
253	ARTS	165	4	['Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
254	ARTS	207	3	['Architecture', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
255	ARTS	208	4	['Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
256	ARTS	216	3	['Architecture', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
257	ARTS	217	2	['Architecture', 'Studio Art - students entering before Fall 2021']
258	ARTS	218	1	['Studio Art - students entering before Fall 2021']
259	ARTS	219	3	['Architecture', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
260	ARTS	220	3	['Architecture', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
261	ARTS	221	5	['Architecture', 'Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
262	ARTS	222	2	['Architecture', 'Studio Art - students entering before Fall 2021']
263	ARTS	223	1	['Studio Art - students entering before Fall 2021']
264	ARTS	225	1	['Media Arts and Sciences']
265	ARTS	250	1	['Studio Art - students entering before Fall 2021']
266	ARTS	250H	1	['Studio Art - students entering before Fall 2021']
267	ARTS	255	5	['Architecture', 'Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
268	ARTS	260	4	['Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
269	ARTS	265	4	['Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
270	ARTS	307	3	['Architecture', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
271	ARTS	308	4	['Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
272	ARTS	313	4	['Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
273	ARTS	314	2	['Architecture', 'Studio Art - students entering before Fall 2021']
274	ARTS	315	1	['Studio Art - students entering before Fall 2021']
275	ARTS	317	1	['Architecture']
276	ARTS	317H	2	['Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
277	ARTS	318	1	['Architecture']
278	ARTS	318H	2	['Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
279	ARTS	321	3	['Architecture', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
280	ARTS	322	3	['Architecture', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
281	ARTS	323	1	['Studio Art - students entering before Fall 2021']
282	ARTS	336	3	['Architecture', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
283	ARTS	350	1	['Studio Art - students entering before Fall 2021']
284	ARTS	350H	1	['Studio Art - students entering before Fall 2021']
285	ARTS	360	1	['Studio Art - students entering before Fall 2021']
286	ARTS	365	4	['Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
287	ARTS	366	4	['Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences']
288	ARTS	370	1	['Studio Art - students entering before Fall 2021']
289	ARTS	391	1	['Media Arts and Sciences']
290	ASTR	107	2	['Astronomy', 'Astrophysics']
291	ASTR	200	1	['Astronomy']
292	ASTR	202	1	['Astronomy']
293	ASTR	206	2	['Astronomy', 'Astrophysics']
294	ASTR	210	1	['Astronomy']
295	ASTR	223	3	['Astronomy', 'Environmental Studies', 'Geosciences']
296	ASTR	250	1	['Astronomy']
297	ASTR	250GH	1	['Astronomy']
298	ASTR	250H	1	['Astronomy']
299	ASTR	303	2	['Astronomy', 'Geosciences']
300	ASTR	304	1	['Astronomy']
301	ASTR	311	2	['Astronomy', 'Astrophysics']
302	ASTR	350	1	['Astronomy']
303	ASTR	360	1	['Astronomy']
304	ASTR	370	1	['Astronomy']
305	BIOC	219	1	['Biochemistry']
306	BIOC	220	1	['Biochemistry']
307	BIOC	223	1	['Biochemistry']
308	BIOC	320	1	['Biochemistry']
309	BIOC	323	1	['Biochemistry']
310	BIOC	325	1	['Neuroscience']
311	BIOC	331	1	['Biochemistry']
312	BISC	108	1	['Environmental Studies']
313	BISC	110	3	['Biochemistry', 'Biological Sciences', 'Neuroscience']
314	BISC	110P	3	['Biochemistry', 'Biological Sciences', 'Neuroscience']
315	BISC	111	2	['Biological Sciences', 'Environmental Studies']
316	BISC	111T	1	['Biological Sciences']
317	BISC	112	3	['Biochemistry', 'Biological Sciences', 'Neuroscience']
318	BISC	112Y	3	['Biochemistry', 'Biological Sciences', 'Neuroscience']
319	BISC	113	2	['Biological Sciences', 'Environmental Studies']
320	BISC	113Y	1	['Biological Sciences']
321	BISC	116	4	['Biochemistry', 'Biological Sciences', 'Environmental Studies', 'Neuroscience']
322	BISC	198	2	['Data Science', 'Environmental Studies']
323	BISC	201	2	['Biological Sciences', 'Environmental Studies']
324	BISC	202	2	['Biological Sciences', 'Environmental Studies']
325	BISC	203	1	['Biological Sciences']
326	BISC	204	2	['Biological Sciences', 'Environmental Studies']
327	BISC	207	1	['Biological Sciences']
328	BISC	209	2	['Biological Sciences', 'Environmental Studies']
329	BISC	210	2	['Biological Sciences', 'Environmental Studies']
330	BISC	214	1	['Biological Sciences']
331	BISC	216	1	['Biological Sciences']
332	BISC	219	2	['Biological Sciences', 'Neuroscience']
333	BISC	220	2	['Biological Sciences', 'Neuroscience']
334	BISC	247	1	['Biological Sciences']
335	BISC	274	2	['International Relations - History', 'International Relations - Political Science']
336	BISC	302	2	['Astronomy', 'Neuroscience']
337	BISC	303	1	['Astronomy']
338	BISC	305	1	['Astronomy']
339	BISC	306	2	['Astronomy', 'Neuroscience']
340	BISC	307	1	['Astronomy']
341	BISC	308	1	['Astronomy']
342	BISC	310	2	['Astronomy', 'Environmental Studies']
343	BISC	311	2	['Astronomy', 'Biochemistry']
344	BISC	312	1	['Astronomy']
345	BISC	314	3	['Astronomy', 'Biochemistry', 'Environmental Studies']
346	BISC	315	2	['Astronomy', 'Neuroscience']
347	BISC	316	2	['Astronomy', 'Biochemistry']
348	BISC	317	1	['Astronomy']
349	BISC	318	2	['Astronomy', 'Biochemistry']
350	BISC	327	1	['Astronomy']
351	BISC	328	2	['Astronomy', 'Biochemistry']
352	BISC	329	2	['Astronomy', 'Biochemistry']
353	BISC	333	2	['Astronomy', 'Biochemistry']
354	BISC	334	2	['Astronomy', 'Biochemistry']
355	BISC	335	2	['Astronomy', 'Biochemistry']
356	BISC	336	2	['Astronomy', 'Biochemistry']
357	BISC	338	1	['Astronomy']
358	BISC	340	1	['Astronomy']
359	BISC	347	1	['Astronomy']
360	BISC	350	1	['Astronomy']
361	BISC	350H	1	['Astronomy']
362	BISC	355	1	['Astronomy']
363	BISC	360	1	['Astronomy']
364	BISC	365	1	['Astronomy']
365	BISC	370	1	['Astronomy']
366	BOC	324	1	['Biochemistry']
367	CAMS	101	5	['Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences', 'Music']
368	CAMS	107Y	1	['Music']
369	CAMS	115	1	['Media Arts and Sciences']
370	CAMS	135	6	['Art History', 'Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences', 'Music']
371	CAMS	138	6	['Art History', 'Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Studio Art - students entering before Fall 2021', 'Media Arts and Sciences', 'Music']
372	CAMS	201	3	['Cinema and Media Studies - entering in Fall 2020 and before', 'Cinema and Media Studies - entering in Spring 2021 and after', 'Music']
