AMST	327	Black and Latina Feminisms 	1	15	Previous experience with feminist or race theory helpful.	Rivera-Rideau			
AMST	348	Conservatism in America 	1	30	A 100-level sociology course or permission of the instructor. Open to juniors and seniors only.	Imber			
			1	30	A 100-level sociology course or permission of the instructor. Open to juniors and seniors only.	Imber			
AMST	350	Research or Individual Study 	1	15	Open by the permission of the director to juniors and seniors.				
AMST	355	CSPW: Critiquing Pop. Culture 	1	12	 AMST 101 or another AMST 100- or 200-level course. Permission of the instructor required.	 P. Fisher			
AMST	360	Senior Thesis Research 	1	15	Permission of the director.				
AMST	370	Senior Thesis 	1	25	AMST 360 and permission of the department.				
AMST	383	Women in Love: Am Lit, Art, Film 	1	20	Open to all students who have taken two literature courses in the department, at least one of which must be 200 level, or by permission of the instructor to other qualified students.	Cain			
			1	20	Open to all students who have taken two literature courses in the department, at least one of which must be 200 level, or by permission of the instructor to other qualified students.	Cain			
AMST	386	Willa Cather 	1	15	Open to all students who have taken two literature courses in the department, at least one of which must be 200 level, or by permission of the instructor to other qualified students.	Meyer			
			1	15	Open to all students who have taken two literature courses in the department, at least one of which must be 200 level, or by permission of the instructor to other qualified students.	Meyer			
ANTH	101	Intro Cultural/Social Anth 	1	25	 None. Not open to students who have taken this course as ANTH 104.	 Armstrong, Walters			
ANTH	102	Biological Anthropology 	1	25	None	Van Arsdale			
ANTH	103	Introduction to Archaeology 	1	30	 None	 Minor			
			1	30	 None	 Minor			
ANTH	110	The Anthropology of Food 	1	12		 Van Arsdale			
ANTH	205	Anthropology Methods 	1	20	Any introductory Anthropology course (ANTH 101, ANTH 102, or ANTH 103), or permission of the instructor	 Van Arsdale, Ellison			
ANTH	207	Human Evolution 	1	30	None	Van Arsdale			
ANTH	209	Forensic Anthropology 	1	42	None	Van Arsdale			
ANTH	210	Political Anthropology 	1	25	None.	Ellison			
ANTH	214	Race and Human Variation 	1	25	None	Van Arsdale			
ANTH	215	Bronze Age Greece in Med. Context 	1	25	None	Burns			
			1	25	None	Burns			
ANTH	217	People, Culture & Politics of the Balkans 	1	30	None	Karakasidou			
ANTH	219	Balkan Cinema 	1	20	None	Karakasidou			
ANTH	220	Epidemics and Pandemics 	1	30	 None	 Karakasidou			
			1	30	 None	 Karakasidou			
ANTH	222	Anthropology of Science 	1	30	None	Karakasidou			
ANTH	227	Archaeology Material Culture 	1	25	None	Minor			
ANTH	231	Anthropology In and Of the City 	1	25	None	Ellison			
			1	25	None	Ellison			
ANTH	232	Anthropology of Media 	1	15	None	Karakasidou			
			1	15	None	Karakasidou			
ANTH	233	The Anthropology of Religion 	1	25	 None.	 Walters			
			1	25	 None.	 Walters			
ANTH	235	Ethnomusicology Field Methods 	1	12	None	Goldschmitt			
			1	12	None	Goldschmitt			
ANTH	236	Divine Madness 	1	25	 None	 Walters			
			1	25	 None	 Walters			
ANTH	237	Ethnography in/of South Asia 	1	20	None	 Walters			
			1	20	None	 Walters			
ANTH	238	The Vulnerable Body 	1	30	None	Karakasidou			
ANTH	243	Biological Anthropology 	1	20	None	Van Arsdale			
ANTH	245	Anthropology of Latin America 	1	20		Ellison			
			1	20		Ellison			
ANTH	246	Digital Anthropology 	1	25	None	Minor			
			1	25	None	Minor			
ANTH	249	Andean Archaeology 	1	30	 None.	 TBA			
ANTH	250	Research or Individual Study 	1	15	ANTH 104 and permission of the instructor.			Spring; Fall	Fall; Spring
ANTH	250GH	Research or Group Study 	0.5	10	 Permission of the instructor.				
ANTH	250H	Research or Individual Study 	0.5	25	ANTH 104 and permission of the instructor.			Spring; Fall	Fall; Spring
ANTH	251	Cultures of Cancer 	1	25	 None	Karakasidou			
ANTH	252	WCHAP Archaeology Field School 	1	30	 None	 Minor			
ANTH	262	Archaeology of Sacrifice 	1	25	None	Minor			
ANTH	265	The Politics of Nature 	1	20	None	Ellison			
			1	20	None	Ellison			
ANTH	274	Anthropological Genetics 	1	15		 Van Arsdale			
			1	15		 Van Arsdale			
ANTH	277	True Stories 	1	15	 Fulfillment of the First-Year Writing requirement. Not open to First-Year students.	 Armstrong			
			1	15	 Fulfillment of the First-Year Writing requirement. Not open to First-Year students.	 Armstrong			
ANTH	278	Making, Using and Living 	1	20	None	Armstrong			
ANTH	281	Anthropology of Death 	1	30	 None.	 TBA			
ANTH	299	Home and Away 	1	8	None	Armstrong			
ANTH	301	Anthropological Theory 	1	15	 Two 200-level units in anthropology, economics, history, political science, or sociology, or permission of the instructor.	 Walters			
ANTH	302	Museum Anthropology 	1	15	 One 100 level Anthropology course.	 Minor			
ANTH	305	Ethnographic Film 	1	15	ANTH 301 or two 200-level units in anthropology, cinema and media studies, economics, history, political science, or sociology or permission of the instructor.	TBD			
			1	15	ANTH 301 or two 200-level units in anthropology, cinema and media studies, economics, history, political science, or sociology or permission of the instructor.	TBD			
ANTH	310H	WS: Southern Balkans 	0.5	15	 ANTH 217 or ANTH 219, or some familiarity with the area.	 Karakasidou			
ANTH	314	Human Biology and Society 	1	15	 ANTH 102 or ANTH 214, or permission of the instructor.	 Van Arsdale			
ANTH	319	Nationlism, Politics & Remote Past 	1	15	One 200-level unit in anthropology, economics, political science, sociology, or permission of the instructor.	Karakasidou			
ANTH	321	Anthropology of the Senses 	1	15	 ANTH 101 and two 200-level courses in anthropology or permission of the instructor.	 TBD			
ANTH	333	Sem: Anthropologies of Exchange 	1	15	 ANTH 101, or permission of the instructor.	 Armstrong			
ANTH	341	Indigenous Resurgence 	1	15	 Two 200-level units in anthropology, economics, history, political science, or sociology, or permission of the instructor.	Ellison			
ANTH	345	Ethnomusicology Field Methods 	1	12	MUS 100	Goldschmitt			
			1	12	MUS 100	Goldschmitt			
ANTH	346	Sem: Political Lives of NGOs 	1	15	 One 200-level unit in anthropology, economics, history, political science, or sociology, or permission of the instructor.	Ellison			
ANTH	350	Research or Individual Study 	1	25	Permission of the instructor. Open to juniors and seniors.			Spring; Fall	Spring; Fall
ANTH	350H	Research or Individual Study 	0.5	10	Permission of the instructor. Open to juniors and seniors.			Spring; Fall	Fall; Spring
ANTH	360	Senior Thesis Research 	1	15	Permission of the department.				
ANTH	370	Senior Thesis 	1	25	ANTH 360 and permission of the department.				
ARCH	350	Research or Individual Study 	1	25	Permission of the instructor. Open to juniors and seniors.			Spring; Fall	Fall; Spring
ARCH	360	Senior Thesis Research 	1	25	Permission of the directors and advisory committee.				
ARCH	370	Senior Thesis 	1	25	ARCH 360 and permission of the directors and the advisory committee.				
ARTH	100	Intro: Art and its Histories 	1	18	None	 Berman, Oles, Greene (Fall); Liu, Musacchio, Oliver (Spring)			
ARTH	110Y	FYS: Michelangelo 	1	15	 None. Open to First-Years only.	 Musacchio			
ARTH	200	Architecture & Urban Form 	1	25	 None.	 McNamara			
ARTH	203	Iraq's Antiquities, Then & Now 	1	25	None. Prior coursework in Art History, Classical Civilization, or Middle Eastern Studies recommended.	Cassibry			
ARTH	206	American Art, Arch & Design 	1	25	 None. ARTH 100 recommended.	 McNamara			
ARTH	209	Ancient Nubia 	1	25	 None. ARTH 100 or ANTH 103/CLCV 103 recommended.	 Freed			
ARTH	212	Modernism and Islamic Art 	1	25	 None. ARTH 100 recommended.	 Brey			
ARTH	217	Historic Preservation 	1	25	 200-level course in Architectural History preferred. Not open to students who have completed ARTH 317.br/	 McNamara			
ARTH	222	Art History & Network Analysis 	1	25	 Fulfillment of the Quantitative Reasoning (QR) component of the Quantitative Reasoning &amp; Data Literacy requirement. ARTH 100 recommended.	 Brey			
			1	25	 Fulfillment of the Quantitative Reasoning (QR) component of the Quantitative Reasoning &amp; Data Literacy requirement. ARTH 100 recommended.	 Brey			
ARTH	224	Modern Art to 1945 	1	25	None. ARTH 100 recommended.	Berman			
ARTH	225	Modern Art Since 1945 	1	25	None. ARTH 100 recommended.	Berman			
ARTH	226	History of Photography 	1	30	None. ARTH 100 strongly recommended.	Berman			
			1	30	None. ARTH 100 strongly recommended.	Berman			
ARTH	227	Art in the Age of Crusades 	1	25	 None. ARTH 100 or WRIT 107 recommended.	 Brey			
ARTH	228	Modern Architecture 	1	25	 None. ARTH 100 recommended.	 TBD			
ARTH	229	Islamic Arts of the Book 	1	25	 None. ARTH 100 or WRIT 107 recommended.	 Brey			
ARTH	231	Arch & Urbanism in N. America 	1	25	None. ARTH 100 recommended.	McNamara			
ARTH	234	Latin American Art 	1	25	 None. Not open to students who have taken ARTH 334.	 Oles			
ARTH	236	Arts of Ancient Americas 	1	25	 None. Not open to students who have taken ARTH 338.	 Oles			
ARTH	237	Seminar: Who Was Frida Kahlo? 	1	25	 None. ARTH 100 or WRIT 107 recommended.	Oles			
ARTH	238	Chinese Art and Architecture 	1	25	None.	Liu			
ARTH	239	Art & Architecture of South Asia 	1	30	None. ARTH 100 or WRIT 107 recommended.	Oliver			
			1	30	None. ARTH 100 or WRIT 107 recommended.	Oliver			
ARTH	241	Egyptian & Nubian Art & Arch 	1	25	None. ARTH 100 or WRIT 107 recommended.	Freed			
ARTH	242	Roman Houses, Villas, Palaces 	1	25	 None. Prior college-level coursework in Art History, Architecture, or Classical Studies recommended	 Cassibry			
ARTH	243	Rome: Building an Empire 	1	25	None. Prior college-level coursework in Art History, Architecture, or Classical Civilization recommended.	Cassibry			
ARTH	244	Art, Patronage & Society 16th C. Italy 	1	25	None.	Musacchio			
ARTH	245	House and Home 	1	25	 None. ARTH 100 or WRIT 107 recommended. Not open to students who have taken ARTH 345.	 McNamara			
ARTH	246	Art in Baroque Italy 	1	25	None.	Musacchio			
ARTH	247	Intro Islamic Art/Architecture 	1	25	 None. ARTH 100 recommended.	 Brey			
ARTH	248	Chinese Painting 	1	25	 None.	 Liu			
ARTH	249	Japanese Art & Architecture 	1	25	None.	Liu			
ARTH	250	Research or Individual Study 	1	15					
ARTH	250H	Research or Individual Study 	0.5	15	ARTH 100 or permission of the instructor.				
ARTH	251	Renaissance Italy, 1300-1500 	1	25	None.	Musacchio			
ARTH	255	Twentieth-Century Chinese Art 	1	25	None.	Liu			
ARTH	256	Celtic Art 	1	25	None. Prior coursework in Art History or Classical Civilization recommended.	Cassibry			
ARTH	257	Arts of Korea 	1	25	None				
ARTH	259	Art & Arch, European Enlightenment 	1	25	None. ARTH 100 or WRIT 107 recommended.	Oliver			
ARTH	262	African American Art 	1	25	 None. Not open to students who have taken this course as a topic of ARTH 316.	 Greene			
AFR	264	African Art 	1	25	None	Greene			
			1	25	None	Greene			
ARTH	267	Art & Environmental Imagination 	1	30	None	Bedell			
			1	30	None	Bedell			
ARTH	289	19th-Century European Art 	1	25	None. ARTH 100 or WRIT 107 recommended.	Oliver			
ARTH	290	Pompeii 	1	25	None. ARTH 100, WRIT 107 or one unit of Classical Civilization recommended.	Cassibry			
AFR	292	African Art & the Diaspora 	1	25	None. ARTH 100 recommended.	Greene			
			1	25	None. ARTH 100 recommended.	Greene			
ARTH	299	History of the Book 	1	12	Permission of the instructor.	Rogers (Curator of Special Collections)			
ARTH	303	CSPW: Public Art 	1	15	 Any 200 or 300 level course in Art History. Open to Senior Art History majors only.	 Berman			
ARTH	304	Sem: Villas and Country Houses 	1	15	 Any 200-level course in Art History or Architecture and permission of the instructor.	 Friedman			
ARTH	309	Sem: Modern Houses of Worship 	1	15	 ARTH 200 or ARTH 228, or permission of the instructor.	 Friedman			
ARTH	310	The Extraordinary Interior 	1	15	 ARTH 228 or ARTH 231, or permission of the instructor.	 Friedman			
ARTH	312	Sem: Art and Empire in the 19th C. 	1	15	 ARTH 100 or WRIT 107, or permission of the instructor. Not open to First-Years.	 Oliver			
ARTH	315	The Object of Performance 	1	15	 Permission of the instructor. Not open to First-Years.	 Greene			
AFR	316	Sem: Race & Gender Contemporary Art 	1	12	 ARTH 100 or a 200-level ARTH course or a 200-level AFR course or a visual culture course.	Greene			
			1	12	 ARTH 100 or a 200-level ARTH course or a 200-level AFR course or a visual culture course.	Greene			
ARTH	317	Historic Preservation 	1	15	ARTH 200 or permission of the instructor. Not open to students who have completed ARTH 217.	McNamara			
ARTH	318	Sem: New England Arts & Arch 	1	15	 ARTH 100 or WRIT 107, or permission of the instructor.	 McNamara			
ARTH	320	Sem: Frank Lloyd Wright 	1	15	 ARTH 200 or ARTH 228, or permission of the instructor.	 Friedman			
ARTH	321	Seminar: Making Space 	1	15	 ARTH 228 or a 300-level course in architectural history or urban studies or permission of the instructor.	 Friedman			
ARTH	322	Sem: The Bauhaus 	1	15	 Permission of the instructor. Preference will be given to senior Art History and Architecture majors and minors.	 Berman			
ARTH	323	Sem: Jewelry in Antiquity 	1	15	 Prior college-level coursework in Art History, Classical Studies, or Anthropology.	 Cassibry			
ARTH	325	Sem: Strong Women in Italy 	1	15	 Previous courses in European art, history, or literature recommended.	 Musacchio			
ARTH	326	Art & Plague in Early Modern Europe 	1	15	 Previous courses in European art, history, or literature recommended. Not open to students who have taken ARTH 235/HIST 235.br/	 Musacchio			
ARTH	328	Art & Food Renaissance Italy 	1	15	Previous courses in European art, history, or literature recommended but not required.	Musacchio			
ARTH	330	Sem: Italian Renaissance Art 	1	15	Previous courses in European art, history, or literature recommended but not required.	Musacchio			
ARTH	331	CSPW: Fashion Across Time 	1	12	 Permission of the instructor.	 Berman			
ARTH	334	Latin American Art 	1	15	 At least two art history courses. Not open to students who have taken ARTH 234.	 Oles			
ARTH	335	Sem: The Arts of Dissent 	1	15	Permission of the instructor.	Berman			
ARTH	337	Sem: Song Imperial Paint Acad 	1	15	Open to junior and senior students or by permission of the instructor.	Liu			
ARTH	338	Arts of the Ancient Americas 	1	15	 Two 100- or 200-level art history courses. Not open to students who have taken ARTH 236.	 Oles			
ARTH	339	Sem: Who Was Frida Kahlo? 	1	15	 Two 200 level ARTH courses. Not open to students who have taken ARTH 237.	 Oles			
ARTH	341	Sem: Landscape Painting 	1	15	 Prior coursework in art history or permission of the instructor.	Liu			
ARTH	343	Sem: Roman Monuments 	1	15	 ARTH 243 recommended. Prior coursework in Art History, Architecture, or Classical Civilization, or permission of the instructor.	 Cassibry			
ARTH	345	Sem: House and Home 	1	15	 ARTH 100 or WRIT 107 recommended. Not open to students who have taken ARTH 245.	 McNamara			
ARTH	346	Sem: Poetic Painting 	1	15	 Open to Juniors and Seniors with prior coursework in art history, or by permission of the instructor.	Liu			
ARTH	347	Sem: Beyond Iconoclasm in Islam 	1	15	 Prior coursework in Art History or Middle Eastern Studies, or permission of the instructor.	 Brey			
ARTH	350	Research or Individual Study 	1	25	ARTH 100 or permission of the instructor. Open to juniors and seniors.				
ARTH	350H	Research or Individual Study 	0.5	15	ARTH 100 or permission of the instructor.				
ARTH	360	Senior Thesis Research 	1	15	Permission of the department.				
ARTH	370	Senior Thesis 	1	15	ARTH 360 and permission of the department.				
ARTH	373	Antiquities Today: Replication 	1	12	Prior college-level coursework in Art History and/or Classical Civilization.	Burns			
			1	12	Prior college-level coursework in Art History and/or Classical Civilization.	Burns			
ARTH	376	Sem: Independent Research 	1	15	 A 200-level course in Art History or permission of the instructor.	 McNamara			
ARTH	377	Methodologies 	1	15	A minimum of two 200-level courses in Art History.	Friedman			
ARTH	390	Decolonial Art History 	1	15	ARTH 100 or WRIT 107, or permission of the instructor.	Oliver			
ARTH	391	Persuasive Images 	1	15	200-level courses in Art or Media Arts and Sciences.	Berman			
ASTR	100	Life in the Universe 	1	36	 Fulfillment of the Quantitative Reasoning (QR) component of the Quantitative Reasoning &amp; Data Literacy requirement.	 Staff, Watters			
ASTR	107	Introductory Astronomy w/Lab 	1	28	 Open to First-Years and Sophomores only. Fulfillment of the Quantitative Reasoning (QR) component of the Quantitative Reasoning &amp; Data Literacy requirement. High school physics strongly recommended.	 Watters, McLeod			
ASTR	200	Exoplanetary Systems 	1	20	 ASTR 107; or ASTR 100 with permission of the instructor.	McLeod			
ASTR	202	Hands-on Planetary Exploration 	1	12	 Fulfillment of the Quantitative Reasoning (QR) component of the Quantitative Reasoning &amp; Data Literacy requirement. Any 100-level science course (including CS). High school physics recommended.	 Watters			
ASTR	206	Astronomical Techniq w/Lab 	1.25	12	 ASTR 107	McLeod			
ASTR	210	Cosmology 	1	20	  ASTR 107 or PHYS 107, and MATH 116; not open to students who have taken ASTR 110/PHYS 110.	McLeod			
ASTR	223	Planet Atmospheres & Climates 	1	20	 MATH 116 and PHYS 107 and one of the following (ES 101, ASTR 100, ASTR 107, GEOS 101, or GEOS 102), or permission of the instructor.	 Watters			
			1	20	 MATH 116 and PHYS 107 and one of the following (ES 101, ASTR 100, ASTR 107, GEOS 101, or GEOS 102), or permission of the instructor.	 Watters			
ASTR	250	Research or Individual Study 	1	15	Permission of the instructor.				
ASTR	250GH	Research or Group Study 	0.5	15	 Permission of the instructor.				
ASTR	250H	Research or Individual Study 	0.5	15	Permission of the instructor.				
ASTR	303	Adv Planetary Geol & Geophys 	1	12	 Any 100-level course in ASTR or GEOS in addition to at least one of the following - PHYS 107, GEOS 203, GEOS 218, or GEOS 220. An introductory course in mechanics (e.g., PHYS 104 or PHYS 107) is not required but is strongly recommended.br/	Watters			
			1	12	 Any 100-level course in ASTR or GEOS in addition to at least one of the following - PHYS 107, GEOS 203, GEOS 218, or GEOS 220. An introductory course in mechanics (e.g., PHYS 104 or PHYS 107) is not required but is strongly recommended.br/	Watters			
ASTR	304	Advanced Experimental Techniques 	1	8	ASTR 202, ASTR 206, PHYS 210 or prior experience with instrumentation with permission of the instructor.	Staff			
			1	8	ASTR 202, ASTR 206, PHYS 210 or prior experience with instrumentation with permission of the instructor.	Staff			
ASTR	311	Advanced Astrophysics 	1	16	 PHYS 120; pre or co-requisite PHYS 207.	 Staff			
			1	16	 PHYS 120; pre or co-requisite PHYS 207.	 Staff			
ASTR	350	Research or Individual Study 	1	15	Permission of the instructor. Open to juniors and seniors.			Spring; Fall	Fall; Spring
ASTR	360	Senior Thesis Research 	1	5	Permission of the department.				
ASTR	370	Senior Thesis 	1	25	ASTR 360 and permission of the department.			Spring	Spring
ASPH	350	Research or Individual Study 	1	15	Permission of the instructor. Open to juniors and seniors.				
ASPH	360	Senior Thesis Research 	1	15	Permission of the director.				
ASPH	370	Senior Thesis 	1	15	ASPH 360 and permission of the department.				
BIOC	219	Genetics w/Lab 	1.25	60	 BISC 110, BISC 110P, BISC 112, BISC 112Y or BISC 116. One unit of college chemistry is recommended. Not open to First-Year students.	 Beers, Königer, Carmell, Okumura			
