AFR	330	CSPW: Black Diaspora & Pandemic 	1	12	 At least one Africana Studies or Political Science course.	 Dendere	SBA - Social and Behavioral Analysis	Fall and Spring	Not Offered
AFR	341	Africans of the Diaspora 	1	15	 One 200-level course of relevance to Africana Studies or permission of the instructor.	 Fitzpatrick	SBA - Social and Behavioral Analysis	Fall	Fall
AFR	345	Enslaved Women in the Atlantic World 	1	15	 AFR 209 or AFR 105	 Carter-Jackson	HS - Historical Studies	Every other year	Spring
AFR	350	Research or Individual Study 	1	15	Permission of the instructor. Open to juniors and seniors.			Spring; Fall	Spring; Fall
AFR	350H	Research or Individual Study 	0.5	25	Permission of the instructor.			Spring; Fall	Fall; Spring
AFR	360	Senior Thesis Research 	1	15	Permission of the department.			Spring; Fall	Fall; Spring
AFR	370	Senior Thesis 	1	25	AFR 360 and permission of the department.			Spring; Fall	Fall; Spring
AFR	380	Violence in the Black Atlantic 	1	15	 One 200-level course of relevance to Africana Studies or permission of the instructor.	 Carter-Jackson	HS - Historical Studies	Every other year; Spring	Not Offered
AFR	390	Sem: Racism in the North 	1	15	 None. A course in African American History recommended (AFR 209 or AFR 210).	 Carter-Jackson	HS - Historical Studies	Every other year; Fall	Not Offered
SWA	101	Elementary Swahili 	1	15	None	Osoro		Fall	Not Offered
SWA	102	Elementary Swahili 	1	15	SWA 101	Osoro		Spring	Not Offered
SWA	120	Swahili Language and Culture 	1	18	 SWA 101 and permission of the instructor.	 Osoro		Winter	Not Offered
SWA	201	Intermediate Swahili I 	1	15	SWA 102	Osoro		Fall	Not Offered
SWA	202	Intermediate Swahili II 	1	15	SWA 201	Osoro	LL - Language and Literature	Spring	Not Offered
SWA	203	Intensive Intermediate Swahili 	1	25	SWA 102	Osoro	LL - Language and Literature		Not Offered
SWA	220	Swahili Language and Culture 	1	18	 SWA 201 and permission of the instructor.	 Osoro	LL - Language and Literature	Winter	Not Offered
AMST	101	Intro to American Studies 	1	25	 None	 P. Fisher	HS - Historical Studies	Spring; Fall	Spring
AMST	116	Asian American Fiction 	1	40	None	Lee	LL - Language and Literature		Fall
ENG	116	Asian American Fiction	1	40	None	Lee	LL - Language and Literature		Fall
AMST	121	Intro to Ethnic Studies 	1	25	None	Rivera-Rideau	SBA - Social and Behavioral Analysis	Fall	Fall
AMST	151	The Asian American Experience 	1	25	None	Clutario	HS or REP - Historical Studies or Religion, Ethics, and Moral Philosophy	Fall	Not Offered
AMST	161	Intro to Latina/o Studies 	1	30	None	 Rivera-Rideau	SBA - Social and Behavioral Analysis	Fall	Not Offered
AMST	212	Korean-American Lit & Culture 	1	25	None	Widmer (East Asian Languages and Cultures)	LL - Language and Literature	Every other year	Spring
AMST	217	Latina/o Music and Identity 	1	25	None	Rivera-Rideau	SBA - Social and Behavioral Analysis	Spring	Spring
AMST	218	Religion in America 	1	25	None	Marini	HS or REP - Historical Studies or Religion, Ethics, and Moral Philosophy	Every other year; Spring	Not Offered
REL	218	Religion in America	1	25	None	Marini	HS or REP - Historical Studies or Religion, Ethics, and Moral Philosophy	Every other year; Spring	Not Offered
AMST	220	Liberty and Morality 	1	30	None.	Cushman, Imber	SBA - Social and Behavioral Analysis		Not Offered
SOC	220	Liberty and Morality	1	30	None.	Cushman, Imber	SBA - Social and Behavioral Analysis		Not Offered
AMST	222	Asian American Psychology 	1	30	 PSYC 101 or AMST 151; or a score of 5 on the Psychology AP exam; or a score of 5, 6, or 7 on the Higher Level IB exam; or permission of the instructor.	Chen	SBA - Social and Behavioral Analysis	Every other year	Fall
PSYC	222	Asian American Psychology	1	30	 PSYC 101 or AMST 151; or a score of 5 on the Psychology AP exam; or a score of 5, 6, or 7 on the Higher Level IB exam; or permission of the instructor.	Chen	SBA - Social and Behavioral Analysis	Every other year	Fall
AMST	225	Urban Studies and Policy 	1	30	None	Kaliner	SBA - Social and Behavioral Analysis		Fall
SOC	225	Urban Studies and Policy	1	30	None	Kaliner	SBA - Social and Behavioral Analysis		Fall
AMST	228	Religious Themes Amer Fiction 	1	25	None	Marini	REP - Religion, Ethics, and Moral Philosophy; LL - Language and Literature	Every other year; Fall	Spring
REL	220	Religious Themes Amer Fiction	1	25	None	Marini	REP - Religion, Ethics, and Moral Philosophy; LL - Language and Literature	Every other year; Fall	Spring
AMST	231	Americans in Paris (in Eng) 	1	20	 None. 	 Datta, P. Fisher	HS - Historical Studies	Spring	Not Offered
FREN	231	Americans in Paris (in Eng)	1	20	 None. 	 Datta, P. Fisher	HS - Historical Studies	Spring	Not Offered
AMST	232	Asian American Pop Culture 	1	25	None	Clutario	HS - Historical Studies	Fall	Not Offered
AMST	234	Rad Individual and Common Good 	1	25	 None	 Marini	REP - Religion, Ethics, and Moral Philosophy; SBA - Social and Behavioral Analysis	Every other year; Fall	Spring
REL	231	Rad Individual and Common Good	1	25	 None	 Marini	REP - Religion, Ethics, and Moral Philosophy; SBA - Social and Behavioral Analysis	Every other year; Fall	Spring
AMST	235	Consuming Latina/o Cultures 	1	25	None	Rivera-Rideau	SBA - Social and Behavioral Analysis	Every other year	Not Offered
AMST	240	Rise of an American Empire 	1	25	 None	 P. Fisher	LL - Language and Literature; HS - Historical Studies	Every other year	Fall
ENG	269	Rise of an American Empire	1	25	 None	 P. Fisher	LL - Language and Literature; HS - Historical Studies	Every other year	Fall
AMST	241	A Nation in Therapy 	1	30	None	Imber	SBA - Social and Behavioral Analysis		Spring
SOC	241	A Nation in Therapy	1	30	None	Imber	SBA - Social and Behavioral Analysis		Spring
AMST	242	American Reckonings 	1	25	 None.	 E. Battat (Writing Program)	HS - Historical Studies	Spring	Not Offered
AMST	246	How Immigration is Changing the US and the World 	1	30	None	Levitt	SBA - Social and Behavioral Analysis		Not Offered
SOC	246	How Immigration is Changing the US and the World	1	30	None	Levitt	SBA - Social and Behavioral Analysis		Not Offered
AMST	248	Poetics of the Body 	1	30	 None.	 Brogan	LL - Language and Literature		Fall
ENG	248	Poetics of the Body	1	30	 None.	 Brogan	LL - Language and Literature		Fall
AMST	251	Racial Regimes in US & Beyond 	1	25	 At least one social science course required.	 S. Radhakrishnan	SBA - Social and Behavioral Analysis		Fall
SOC	251	Racial Regimes in US & Beyond	1	25	 At least one social science course required.	 S. Radhakrishnan	SBA - Social and Behavioral Analysis		Fall
AMST	258	Gotham: New York in Lit & Art 	1	30	None	Brogan	LL - Language and Literature	Fall	Not Offered
ENG	258	Gotham: New York in Lit & Art	1	30	None	Brogan	LL - Language and Literature	Fall	Not Offered
AMST	261	Hollywood: Vietnam to Reagan 	1	30	 None.	 Shetley	ARS - Visual Arts, Music, Theater, Film and Video		Not Offered
ENG	261	Hollywood: Vietnam to Reagan	1	30	 None.	 Shetley	ARS - Visual Arts, Music, Theater, Film and Video		Not Offered
AMST	262	American Literature to 1865 	1	30	None	Cain	LL - Language and Literature	Spring	Not Offered
ENG	262	American Literature to 1865	1	30	None	Cain	LL - Language and Literature	Spring	Not Offered
AMST	264	Asian Am. Labor & Immigration 	1	25	None	Clutario	HS - Historical Studies	Fall	Not Offered
AMST	266	Am Lit from Civil War to 1930s 	1	30	 None	 Cain	LL - Language and Literature; ARS - Visual Arts, Music, Theater, Film and Video		Not Offered
ENG	266	Am Lit from Civil War to 1930s	1	30	 None	 Cain	LL - Language and Literature; ARS - Visual Arts, Music, Theater, Film and Video		Not Offered
AMST	268	American Literature Now 	1	30	None	Shetley	LL - Language and Literature	Spring	Not Offered
ENG	268	American Literature Now	1	30	None	Shetley	LL - Language and Literature	Spring	Not Offered
AMST	274	Gender & Race in Westerns 	1	25	 None	 Creef, P. Fisher (American Studies)	LL - Language and Literature; ARS - Visual Arts, Music, Theater, Film and Video		Not Offered
WGST	274	Gender & Race in Westerns	1	25	 None	 Creef, P. Fisher (American Studies)	LL - Language and Literature; ARS - Visual Arts, Music, Theater, Film and Video		Not Offered
AMST	281	Rainbow Republic: Am Culture 	1	25	None	 P. Fisher	HS - Historical Studies	Fall	Not Offered
ENG	297	Rainbow Republic: Am Culture	1	25	None	 P. Fisher	HS - Historical Studies	Fall	Not Offered
AMST	290	Afro-Latinas/os in the U.S. 	1	20	None	Rivera-Rideau	SBA - Social and Behavioral Analysis	Every other year	Not Offered
PEAC	290	Afro-Latinas/os in the U.S.	1	20	None	Rivera-Rideau	SBA - Social and Behavioral Analysis	Every other year	Not Offered
AMST	292	Film Noir 	1	30	 None	 Shetley	ARS - Visual Arts, Music, Theater, Film and Video		Spring
ENG	292	Film Noir	1	30	 None	 Shetley	ARS - Visual Arts, Music, Theater, Film and Video		Spring
AMST	296	Immigration & Diaspora 	1	30	None	Brogan	LL - Language and Literature	Spring	Not Offered
ENG	296	Immigration & Diaspora	1	30	None	Brogan	LL - Language and Literature	Spring	Not Offered
AMST	299	Horror Films in America 	1	30	None	Shetley	ARS - Visual Arts, Music, Theater, Film and Video	Fall	Not Offered
ENG	299	Horror Films in America	1	30	None	Shetley	ARS - Visual Arts, Music, Theater, Film and Video	Fall	Not Offered
AMST	310	Asian Am Politics of Beauty 	1	15	AMST 101 or AMST 151, or permission of the instructor.	Clutario	ARS - Visual Arts, Music, Theater, Film and Video	Every other year	Not Offered
AMST	314	Sem: Food & Asian Am Experience 	1	15	 One of the following - AMST 151, AMST 121, AMST 232, AMST 264, AMST 101, AMST 116/ENG 116, or permission of the instructor.	 Clutario	HS - Historical Studies	Spring	Not Offered
AMST	318	"Sem:The ""Enemy Race"" in WWII "	1	15	 One course in Asian American Studies, or in Asian Religions, or permission of the instructor.	 Kodera	HS - Historical Studies		Not Offered
REL	318	"Sem:The ""Enemy Race"" in WWII"	1	15	 One course in Asian American Studies, or in Asian Religions, or permission of the instructor.	 Kodera	HS - Historical Studies		Not Offered
AMST	319	Sem: Religion, Law & Politics 	1	15	 REL 200 or REL 217 or REL 218, or at least one 200-level unit in American Studies or in American history, sociology, or politics; or permission of the instructor.	 Marini	HS or REP - Historical Studies or Religion, Ethics, and Moral Philosophy	Fall	Fall
REL	319	Sem: Religion, Law & Politics	1	15	 REL 200 or REL 217 or REL 218, or at least one 200-level unit in American Studies or in American history, sociology, or politics; or permission of the instructor.	 Marini	HS or REP - Historical Studies or Religion, Ethics, and Moral Philosophy	Fall	Fall
AMST	323	Sem: Race, Gender in Reggaeton 	1	15	 Previous coursework in Latinx Studies, American Studies, Africana Studies or Latin American Studies preferred.	 Rivera-Rideau	SBA - Social and Behavioral Analysis	Spring	Fall
AMST	325	Puerto Ricans Home & Beyond 	1	15	AMST 101 or permission of the instructor	Rivera-Rideau	SBA - Social and Behavioral Analysis	Every other year	Not Offered
AMST	327	Black and Latina Feminisms 	1	15	Previous experience with feminist or race theory helpful.	Rivera-Rideau	SBA - Social and Behavioral Analysis	Every other year	Spring
AMST	348	Conservatism in America 	1	30	A 100-level sociology course or permission of the instructor. Open to juniors and seniors only.	Imber	SBA - Social and Behavioral Analysis		Fall
SOC	348	Conservatism in America	1	30	A 100-level sociology course or permission of the instructor. Open to juniors and seniors only.	Imber	SBA - Social and Behavioral Analysis		Fall
AMST	350	Research or Individual Study 	1	15	Open by the permission of the director to juniors and seniors.			Spring; Fall	Fall; Spring
AMST	355	CSPW: Critiquing Pop. Culture 	1	12	 AMST 101 or another AMST 100- or 200-level course. Permission of the instructor required.	 P. Fisher	SBA - Social and Behavioral Analysis	Fall	Spring
AMST	360	Senior Thesis Research 	1	15	Permission of the director.			Fall	Fall
AMST	370	Senior Thesis 	1	25	AMST 360 and permission of the department.			Spring	Spring
AMST	383	Women in Love: Am Lit, Art, Film 	1	20	Open to all students who have taken two literature courses in the department, at least one of which must be 200 level, or by permission of the instructor to other qualified students.	Cain	LL - Language and Literature	Fall	Not Offered
ENG	383	Women in Love: Am Lit, Art, Film	1	20	Open to all students who have taken two literature courses in the department, at least one of which must be 200 level, or by permission of the instructor to other qualified students.	Cain	LL - Language and Literature	Fall	Not Offered
AMST	386	Willa Cather 	1	15	Open to all students who have taken two literature courses in the department, at least one of which must be 200 level, or by permission of the instructor to other qualified students.	Meyer	LL - Language and Literature	Fall	Not Offered
ENG	386	Willa Cather	1	15	Open to all students who have taken two literature courses in the department, at least one of which must be 200 level, or by permission of the instructor to other qualified students.	Meyer	LL - Language and Literature	Fall	Not Offered
ANTH	101	Intro Cultural/Social Anth 	1	25	 None. Not open to students who have taken this course as ANTH 104.	 Armstrong, Walters	SBA - Social and Behavioral Analysis	Spring; Fall	Fall; Spring
ANTH	102	Biological Anthropology 	1	25	None	Van Arsdale	SBA - Social and Behavioral Analysis	Spring	Spring
ANTH	103	Introduction to Archaeology 	1	30	 None	 Minor	SBA - Social and Behavioral Analysis	Fall	Fall
CLCV	103	Introduction to Archaeology	1	30	 None	 Minor	SBA - Social and Behavioral Analysis	Fall	Fall
ANTH	110	The Anthropology of Food 	1	12		 Van Arsdale	SBA - Social and Behavioral Analysis		Not Offered
ANTH	205	Anthropology Methods 	1	20	Any introductory Anthropology course (ANTH 101, ANTH 102, or ANTH 103), or permission of the instructor	 Van Arsdale, Ellison	SBA - Social and Behavioral Analysis		Fall; Spring
ANTH	207	Human Evolution 	1	30	None	Van Arsdale	SBA - Social and Behavioral Analysis	Every other year	Fall
ANTH	209	Forensic Anthropology 	1	42	None	Van Arsdale	NPS - Natural and Physical Sciences	Spring	Spring
ANTH	210	Political Anthropology 	1	25	None.	Ellison	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	214	Race and Human Variation 	1	25	None	Van Arsdale	SBA - Social and Behavioral Analysis	Every three years	Not Offered
ANTH	215	Bronze Age Greece in Med. Context 	1	25	None	Burns	SBA - Social and Behavioral Analysis; HS - Historical Studies	Spring	Not Offered
CLCV	215	Bronze Age Greece in Med. Context	1	25	None	Burns	SBA - Social and Behavioral Analysis; HS - Historical Studies	Spring	Not Offered
ANTH	217	People, Culture & Politics of the Balkans 	1	30	None	Karakasidou	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	219	Balkan Cinema 	1	20	None	Karakasidou	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	220	Epidemics and Pandemics 	1	30	 None	 Karakasidou	SBA - Social and Behavioral Analysis		Fall
PEAC	220	Epidemics and Pandemics	1	30	 None	 Karakasidou	SBA - Social and Behavioral Analysis		Fall
ANTH	222	Anthropology of Science 	1	30	None	Karakasidou	SBA - Social and Behavioral Analysis		Not Offered
ANTH	227	Archaeology Material Culture 	1	25	None	Minor	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	231	Anthropology In and Of the City 	1	25	None	Ellison	SBA - Social and Behavioral Analysis	Every other year	Not Offered
PEAC	231	Anthropology In and Of the City	1	25	None	Ellison	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	232	Anthropology of Media 	1	15	None	Karakasidou	SBA - Social and Behavioral Analysis	Every other year	Fall
CAMS	232	Anthropology of Media	1	15	None	Karakasidou	SBA - Social and Behavioral Analysis	Every other year	Fall
ANTH	233	The Anthropology of Religion 	1	25	 None.	 Walters	REP - Religion, Ethics, and Moral Philosophy; SBA - Social and Behavioral Analysis		Not Offered
REL	233	The Anthropology of Religion	1	25	 None.	 Walters	REP - Religion, Ethics, and Moral Philosophy; SBA - Social and Behavioral Analysis		Not Offered
ANTH	235	Ethnomusicology Field Methods 	1	12	None	Goldschmitt	ARS - Visual Arts, Music, Theater, Film and Video		Not Offered
MUS	245	Ethnomusicology Field Methods	1	12	None	Goldschmitt	ARS - Visual Arts, Music, Theater, Film and Video		Not Offered
ANTH	236	Divine Madness 	1	25	 None	 Walters	SBA - Social and Behavioral Analysis; REP - Religion, Ethics, and Moral Philosophy	Fall	Fall
REL	236	Divine Madness	1	25	 None	 Walters	SBA - Social and Behavioral Analysis; REP - Religion, Ethics, and Moral Philosophy	Fall	Fall
ANTH	237	Ethnography in/of South Asia 	1	20	None	 Walters	SBA - Social and Behavioral Analysis		Spring
SAS	237	Ethnography in/of South Asia	1	20	None	 Walters	SBA - Social and Behavioral Analysis		Spring
ANTH	238	The Vulnerable Body 	1	30	None	Karakasidou	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	243	Biological Anthropology 	1	20	None	Van Arsdale	SBA - Social and Behavioral Analysis	Every three years	Not Offered
ANTH	245	Anthropology of Latin America 	1	20		Ellison	SBA - Social and Behavioral Analysis	Every other year	Spring
LAST	245	Anthropology of Latin America	1	20		Ellison	SBA - Social and Behavioral Analysis	Every other year	Spring
ANTH	246	Digital Anthropology 	1	25	None	Minor	SBA - Social and Behavioral Analysis		Not Offered
MAS	246	Digital Anthropology	1	25	None	Minor	SBA - Social and Behavioral Analysis		Not Offered
ANTH	249	Andean Archaeology 	1	30	 None.	 TBA	SBA - Social and Behavioral Analysis		Not Offered
ANTH	250	Research or Individual Study 	1	15	ANTH 104 and permission of the instructor.			Spring; Fall	Fall; Spring
ANTH	250GH	Research or Group Study 	0.5	10	 Permission of the instructor.				Not Offered
ANTH	250H	Research or Individual Study 	0.5	25	ANTH 104 and permission of the instructor.			Spring; Fall	Fall; Spring
ANTH	251	Cultures of Cancer 	1	25	 None	Karakasidou	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	252	WCHAP Archaeology Field School 	1	30	 None	 Minor	SBA - Social and Behavioral Analysis		Fall
ANTH	262	Archaeology of Sacrifice 	1	25	None	Minor	SBA - Social and Behavioral Analysis		Spring
ANTH	265	The Politics of Nature 	1	20	None	Ellison	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ES	265	The Politics of Nature	1	20	None	Ellison	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	274	Anthropological Genetics 	1	15		 Van Arsdale	NPS - Natural and Physical Sciences	Every four years	Fall
BISC	274	Anthropological Genetics	1	15		 Van Arsdale	NPS - Natural and Physical Sciences	Every four years	Fall
ANTH	277	True Stories 	1	15	 Fulfillment of the First-Year Writing requirement. Not open to First-Year students.	 Armstrong	SBA - Social and Behavioral Analysis		Spring
WRIT	277	True Stories	1	15	 Fulfillment of the First-Year Writing requirement. Not open to First-Year students.	 Armstrong	SBA - Social and Behavioral Analysis		Spring
ANTH	278	Making, Using and Living 	1	20	None	Armstrong	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	281	Anthropology of Death 	1	30	 None.	 TBA	SBA - Social and Behavioral Analysis		Not Offered
ANTH	299	Home and Away 	1	8	None	Armstrong	SBA - Social and Behavioral Analysis	Summer	
ANTH	301	Anthropological Theory 	1	15	 Two 200-level units in anthropology, economics, history, political science, or sociology, or permission of the instructor.	 Walters	SBA - Social and Behavioral Analysis	Fall and Spring	Fall; Spring
ANTH	302	Museum Anthropology 	1	15	 One 100 level Anthropology course.	 Minor	SBA - Social and Behavioral Analysis		Spring
ANTH	305	Ethnographic Film 	1	15	ANTH 301 or two 200-level units in anthropology, cinema and media studies, economics, history, political science, or sociology or permission of the instructor.	TBD	SBA - Social and Behavioral Analysis	Every other year	Not Offered
CAMS	305	Ethnographic Film	1	15	ANTH 301 or two 200-level units in anthropology, cinema and media studies, economics, history, political science, or sociology or permission of the instructor.	TBD	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	310H	WS: Southern Balkans 	0.5	15	 ANTH 217 or ANTH 219, or some familiarity with the area.	 Karakasidou	SBA - Social and Behavioral Analysis	Winter	Not Offered
ANTH	314	Human Biology and Society 	1	15	 ANTH 102 or ANTH 214, or permission of the instructor.	 Van Arsdale	SBA - Social and Behavioral Analysis	Every three years	Not Offered
ANTH	319	Nationlism, Politics & Remote Past 	1	15	One 200-level unit in anthropology, economics, political science, sociology, or permission of the instructor.	Karakasidou	HS - Historical Studies; SBA - Social and Behavioral Analysis		Not Offered
ANTH	321	Anthropology of the Senses 	1	15	 ANTH 101 and two 200-level courses in anthropology or permission of the instructor.	 TBD	SBA - Social and Behavioral Analysis	Spring	Not Offered
ANTH	333	Sem: Anthropologies of Exchange 	1	15	 ANTH 101, or permission of the instructor.	 Armstrong	SBA - Social and Behavioral Analysis	Every three years	Fall
ANTH	341	Indigenous Resurgence 	1	15	 Two 200-level units in anthropology, economics, history, political science, or sociology, or permission of the instructor.	Ellison	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	345	Ethnomusicology Field Methods 	1	12	MUS 100	Goldschmitt	ARS - Visual Arts, Music, Theater, Film and Video		Not Offered
MUS	345	Ethnomusicology Field Methods	1	12	MUS 100	Goldschmitt	ARS - Visual Arts, Music, Theater, Film and Video		Not Offered
ANTH	346	Sem: Political Lives of NGOs 	1	15	 One 200-level unit in anthropology, economics, history, political science, or sociology, or permission of the instructor.	Ellison	SBA - Social and Behavioral Analysis	Every other year	Not Offered
ANTH	350	Research or Individual Study 	1	25	Permission of the instructor. Open to juniors and seniors.			Spring; Fall	Fall; Spring
ANTH	350H	Research or Individual Study 	0.5	10	Permission of the instructor. Open to juniors and seniors.			Spring; Fall	Fall; Spring
